filepath,caption
dataset/SMALL_images/train/COCO_train2014_000000242755.jpg,A man eating some food with a hat on his head.
dataset/SMALL_images/train/COCO_train2014_000000156943.jpg,"Bread, soup, and fruit are pictured together on plates."
dataset/SMALL_images/train/COCO_train2014_000000022796.jpg,A man wearing shorts stands on a skateboard with his white and black puppy.
dataset/SMALL_images/train/COCO_train2014_000000508680.jpg,Airplanes parked in a lot for an airshow
dataset/SMALL_images/train/COCO_train2014_000000188225.jpg,A small propeller plane sitting underneath a covering at an airport.
dataset/SMALL_images/train/COCO_train2014_000000082788.jpg,A black dog lying on a bed with tan linens
dataset/SMALL_images/train/COCO_train2014_000000306433.jpg,a green motorcycle parked in front of a old building
dataset/SMALL_images/train/COCO_train2014_000000269588.jpg,A black and white picture of a man wearing a turban walking down a street.
dataset/SMALL_images/train/COCO_train2014_000000473403.jpg,A couple of woman standing around with their luggage.
dataset/SMALL_images/train/COCO_train2014_000000431650.jpg,Two players shake hands over the net on a tennis court.
dataset/SMALL_images/train/COCO_train2014_000000476173.jpg,A dog laying next to a cat eating out of a food bowl.
dataset/SMALL_images/train/COCO_train2014_000000291717.jpg,The people are stopping to get something to eat
dataset/SMALL_images/train/COCO_train2014_000000163192.jpg,A large golden plate trimmed in black and a round golden vase with decorations in it.
dataset/SMALL_images/train/COCO_train2014_000000036652.jpg,A plate of food with a coffee mug nearby.
dataset/SMALL_images/train/COCO_train2014_000000044996.jpg,A hot dog in a bun sitting beside the hotdog bag.
dataset/SMALL_images/train/COCO_train2014_000000397349.jpg,The motorcyclist is carrying dead animals as he rides.
dataset/SMALL_images/train/COCO_train2014_000000077012.jpg,A man and woman kneel around several banana bunches.
dataset/SMALL_images/train/COCO_train2014_000000367763.jpg,A man on top of a vehicles and two others below.
dataset/SMALL_images/train/COCO_train2014_000000106440.jpg,a box with many compartments with single doughnuts inside them
dataset/SMALL_images/train/COCO_train2014_000000376746.jpg,There is a train going down the tracks.
dataset/SMALL_images/train/COCO_train2014_000000355741.jpg,A man in a green top playing with a Wii.
dataset/SMALL_images/train/COCO_train2014_000000443393.jpg,Female tennis player preparing to hit a backhand shot.
dataset/SMALL_images/train/COCO_train2014_000000188552.jpg,Elephants are being ridden by people holding flags
dataset/SMALL_images/train/COCO_train2014_000000579594.jpg,A man in a white shirt and bandana holding a tennis racket.
dataset/SMALL_images/train/COCO_train2014_000000446677.jpg,A man is steadying a lamb's head for show while a man in the crowd plays on his phone.
dataset/SMALL_images/train/COCO_train2014_000000363719.jpg,Two men seated at a table at a diner about to eat pizza.
dataset/SMALL_images/train/COCO_train2014_000000285938.jpg,The edge of something metal is being viewed through an open door.
dataset/SMALL_images/train/COCO_train2014_000000100863.jpg,A white sink that is underneath a mirror.
dataset/SMALL_images/train/COCO_train2014_000000470960.jpg,A baby laying on top of a bed near a blanket.
dataset/SMALL_images/train/COCO_train2014_000000246376.jpg,A group of birds are flying over a boat.
dataset/SMALL_images/train/COCO_train2014_000000430166.jpg,A group of men standing next to a table with potted plants.
dataset/SMALL_images/train/COCO_train2014_000000461110.jpg,a kid and a brown cat on the bed
dataset/SMALL_images/train/COCO_train2014_000000083990.jpg,A plane flying over a river in a rural area.
dataset/SMALL_images/train/COCO_train2014_000000127575.jpg,A traffic light next to a street sign that says Hollywood.
dataset/SMALL_images/train/COCO_train2014_000000357966.jpg,A dog is eating from a dog bowl.
dataset/SMALL_images/train/COCO_train2014_000000054205.jpg,A man holding a frisbee gets ready to throw it.
dataset/SMALL_images/train/COCO_train2014_000000503036.jpg,Graffiti on the side of a train car
dataset/SMALL_images/train/COCO_train2014_000000500324.jpg,A green apple being sliced with a knife.
dataset/SMALL_images/train/COCO_train2014_000000145736.jpg,Little boy ready to bat during a baseball game
dataset/SMALL_images/train/COCO_train2014_000000395598.jpg,a person rowing a boat some water bushes and trees
dataset/SMALL_images/train/COCO_train2014_000000196870.jpg,A room filled with shelves that have words written on them.
dataset/SMALL_images/train/COCO_train2014_000000137589.jpg,A couple of elephant that are standing in the grass.
dataset/SMALL_images/train/COCO_train2014_000000045276.jpg,a woman and man facing one another wearing uniforms
dataset/SMALL_images/train/COCO_train2014_000000281615.jpg,Bald eagle soaring over rough water in front of a railroad bridge.
dataset/SMALL_images/train/COCO_train2014_000000300103.jpg,A laptop computer sitting on a table outside in a yard.
dataset/SMALL_images/train/COCO_train2014_000000411803.jpg,an image of a man picking up trash on the railroad
dataset/SMALL_images/train/COCO_train2014_000000247553.jpg,A child looks towards a microwave that has a bottle of hot sauce in it.
dataset/SMALL_images/train/COCO_train2014_000000101952.jpg,A small cluttered office with a laptop propped up on books.
dataset/SMALL_images/train/COCO_train2014_000000291918.jpg,A person wearing a red shirt is flying a kite at the beach
dataset/SMALL_images/train/COCO_train2014_000000173561.jpg,A biplane flying low over a planted field.
dataset/SMALL_images/train/COCO_train2014_000000280942.jpg,Person on a surf board riding a wave near the beach.
dataset/SMALL_images/train/COCO_train2014_000000074722.jpg,A man with a group of children fly a kite together.
dataset/SMALL_images/train/COCO_train2014_000000070927.jpg,A bunch of giraffes and zebras in their pen.
dataset/SMALL_images/train/COCO_train2014_000000431885.jpg,A man standing on his snowboard at the entrance of a course.
dataset/SMALL_images/train/COCO_train2014_000000286569.jpg,A man is talking on his cell phone outside.
dataset/SMALL_images/train/COCO_train2014_000000304530.jpg,Several people walking down an alleyway near stores.
dataset/SMALL_images/train/COCO_train2014_000000189361.jpg,A Mercedes bus at the bus stop picking up passengers.
dataset/SMALL_images/train/COCO_train2014_000000080745.jpg,Some green bananas and yellow bananas bunched together.
dataset/SMALL_images/train/COCO_train2014_000000064092.jpg,"Smiling, helmeted woman on horseback at a farm"
dataset/SMALL_images/train/COCO_train2014_000000346345.jpg,an abandoned boat sitting on the side of the road
dataset/SMALL_images/train/COCO_train2014_000000017520.jpg,a couple walking down a sidewalk close to a lake
dataset/SMALL_images/train/COCO_train2014_000000153616.jpg,A person with glasses at a pizza restaurant.
dataset/SMALL_images/train/COCO_train2014_000000159418.jpg,A person on a snowboard about to land a trick
dataset/SMALL_images/train/COCO_train2014_000000561012.jpg,A dog next to the water looking at ducks
dataset/SMALL_images/train/COCO_train2014_000000229969.jpg,A woman flying a kite on a beach around many people.
dataset/SMALL_images/train/COCO_train2014_000000102460.jpg,a man riding a spraying elephant in water
dataset/SMALL_images/train/COCO_train2014_000000579329.jpg,A group of people at a table sharing a meal
dataset/SMALL_images/train/COCO_train2014_000000357810.jpg,A burger and fries on a plate with orange juice on the side.
dataset/SMALL_images/train/COCO_train2014_000000436479.jpg,"A man with red hair, wearing a vest with a shirt and tie, making a drink at a bar area."
dataset/SMALL_images/train/COCO_train2014_000000526666.jpg,a woman sitting on a bench while reading a paperback book
dataset/SMALL_images/train/COCO_train2014_000000477428.jpg,A boy skateboarding in the city while another boy watches him.
dataset/SMALL_images/train/COCO_train2014_000000136316.jpg,A well-dressed smiling couple poses for the camera.
dataset/SMALL_images/train/COCO_train2014_000000265503.jpg,A small dog jumping into the air and catching a Frisbee.
dataset/SMALL_images/train/COCO_train2014_000000411509.jpg,An adorable cow stands on green grass between two hills.
dataset/SMALL_images/train/COCO_train2014_000000091025.jpg,two men pose for a picture while on a motorcycle
dataset/SMALL_images/train/COCO_train2014_000000043583.jpg,A train on tracks parked on the side of station
dataset/SMALL_images/train/COCO_train2014_000000389743.jpg,A woman looking focused while playing in a tennis match.
dataset/SMALL_images/train/COCO_train2014_000000343634.jpg,A photo shoot of scissors and other objects on a stove in a kitchen.
dataset/SMALL_images/train/COCO_train2014_000000382951.jpg,An elephant found calmly standing outside surrounded by plants.
dataset/SMALL_images/train/COCO_train2014_000000083079.jpg,A bus on the street near a large building.
dataset/SMALL_images/train/COCO_train2014_000000095079.jpg,a glass with toothbrushes is next to some toothpaste
dataset/SMALL_images/train/COCO_train2014_000000236093.jpg,Person with skis standing on a snow covered mountain top.
dataset/SMALL_images/train/COCO_train2014_000000038840.jpg,A man in black jacket sitting with a snowboard.
dataset/SMALL_images/train/COCO_train2014_000000193986.jpg,Two men and a woman sitting on a couch playing a Wii game.
dataset/SMALL_images/train/COCO_train2014_000000372966.jpg,"A variety of vegetables including some lettuce, tomatoes, a potato, an eggplant, zucchini, bell peppers, and some carrots are on a towel next to a sink."
dataset/SMALL_images/train/COCO_train2014_000000355866.jpg,A person standing under an umbrella in the rain.
dataset/SMALL_images/train/COCO_train2014_000000337682.jpg,A couple of cows are walking in a road
dataset/SMALL_images/train/COCO_train2014_000000023014.jpg,Two giraffe standing next to each other in a corral.
dataset/SMALL_images/train/COCO_train2014_000000229301.jpg,There cars and people in the market place.
dataset/SMALL_images/train/COCO_train2014_000000370120.jpg,Man playing tennis on a court in front of a crowd.
dataset/SMALL_images/train/COCO_train2014_000000314778.jpg,there is a skate boarder that is doing a trick in the air
dataset/SMALL_images/train/COCO_train2014_000000354878.jpg,"Two people on skis, on person pulling a little ski buggy"
dataset/SMALL_images/train/COCO_train2014_000000097165.jpg,A passenger train is parked at a station.
dataset/SMALL_images/train/COCO_train2014_000000471455.jpg,a white machine with a bunch of knobs on it
dataset/SMALL_images/train/COCO_train2014_000000537300.jpg,A surfer catches a wave and spins around.
dataset/SMALL_images/train/COCO_train2014_000000228744.jpg,A circus ring with a bunch of people riding horses.
dataset/SMALL_images/train/COCO_train2014_000000148646.jpg,A man in black wetsuit on surfboard riding on a wave.
dataset/SMALL_images/train/COCO_train2014_000000056364.jpg,"Green apples, lemons and oranges are in a sink."
dataset/SMALL_images/train/COCO_train2014_000000247925.jpg,a couple of elephants that are in the water
dataset/SMALL_images/train/COCO_train2014_000000281160.jpg,A road sign is in the foreground with a street corner in the background.
dataset/SMALL_images/train/COCO_train2014_000000078058.jpg,A man in a dog suit standing next to a giant fire hydrant.
dataset/SMALL_images/train/COCO_train2014_000000156510.jpg,a person riding a skate board on a closed road
dataset/SMALL_images/train/COCO_train2014_000000283835.jpg,A young boy wearing a baseball glove catching a ball.
dataset/SMALL_images/train/COCO_train2014_000000512788.jpg,A dirty toilet is shown with brown water.
dataset/SMALL_images/train/COCO_train2014_000000271038.jpg,An old building on the street with a clock tower and a steeple.
dataset/SMALL_images/train/COCO_train2014_000000304173.jpg,A skateboarder with a red hat is riding his skateboard to walk his dog.
dataset/SMALL_images/train/COCO_train2014_000000472639.jpg,Two monitors and a computer keyboard are on a  desk.
dataset/SMALL_images/train/COCO_train2014_000000325741.jpg,Two traffic lights sit apart on a horizontal light post.
dataset/SMALL_images/train/COCO_train2014_000000560135.jpg,A crowd in front of the capitol building is flying kites.
dataset/SMALL_images/train/COCO_train2014_000000325684.jpg,Two zebras and a giraffe are in a dirt lot beyond a pool of water.
dataset/SMALL_images/train/COCO_train2014_000000054892.jpg,A computer keyboard and a mouse sitting on a table
dataset/SMALL_images/train/COCO_train2014_000000128278.jpg,A large group of people in a grass field.
dataset/SMALL_images/train/COCO_train2014_000000392269.jpg,A three level tray of cupcakes with white frosting.
dataset/SMALL_images/train/COCO_train2014_000000190581.jpg,The reflection of a mans face in the rear view mirror of a motorcycle.
dataset/SMALL_images/train/COCO_train2014_000000296134.jpg,Zebras and antelopes grazing in a grass field.
dataset/SMALL_images/train/COCO_train2014_000000551159.jpg,an image of a person skateboarding in the middle of winter
dataset/SMALL_images/train/COCO_train2014_000000449528.jpg,A bottle of wine sits on a desk by a laptop.
dataset/SMALL_images/train/COCO_train2014_000000512734.jpg,A pair of skiers kick up some powder on a virgin slope.
dataset/SMALL_images/train/COCO_train2014_000000516553.jpg,A person looking inside their meal at a restaurant.
dataset/SMALL_images/train/COCO_train2014_000000102205.jpg,Three trucks with campers attached are lined up in a parking lot.
dataset/SMALL_images/train/COCO_train2014_000000326903.jpg,"Fish, potato chips, a bun and tartar sauce."
dataset/SMALL_images/train/COCO_train2014_000000307435.jpg,A man welding the back of an oven.
dataset/SMALL_images/train/COCO_train2014_000000347155.jpg,a boy getting ready for a little league game
dataset/SMALL_images/train/COCO_train2014_000000482885.jpg,A man swinging a baseball bat at a ball park.
dataset/SMALL_images/train/COCO_train2014_000000185579.jpg,An airshow demands constant practice by experienced pilots.
dataset/SMALL_images/train/COCO_train2014_000000237110.jpg,"A living room with chairs, window, and table in it."
dataset/SMALL_images/train/COCO_train2014_000000135270.jpg,A man jumping over a pile of rocks with his skateboard.
dataset/SMALL_images/train/COCO_train2014_000000053752.jpg,A square plate is loaded with a brown bagel and fruit.
dataset/SMALL_images/train/COCO_train2014_000000264885.jpg,a black gray and white cat looking into a mirror
dataset/SMALL_images/train/COCO_train2014_000000078320.jpg,A clear vase full of purple flowers sitting on a table.
dataset/SMALL_images/train/COCO_train2014_000000317131.jpg,A small child is flying a kite near the water's edge.
dataset/SMALL_images/train/COCO_train2014_000000164864.jpg,People in airport with luggage passing through doors
dataset/SMALL_images/train/COCO_train2014_000000123835.jpg,A large passenger plane is sitting on the tarmac.
dataset/SMALL_images/train/COCO_train2014_000000436717.jpg,Man sitting in seat with dog aboard boat on open water.
dataset/SMALL_images/train/COCO_train2014_000000444799.jpg,A team of young men pose while making funny faces and gesturing.
dataset/SMALL_images/train/COCO_train2014_000000434856.jpg,A giraffe and two zebras at the fence
dataset/SMALL_images/train/COCO_train2014_000000125230.jpg,Fresh apples and oranges on display in a greengrocer's shop
dataset/SMALL_images/train/COCO_train2014_000000420629.jpg,Various bikes and motorcycles lined up on the street.
dataset/SMALL_images/train/COCO_train2014_000000278096.jpg,A woman is talking on her phone next to a clock tower.
dataset/SMALL_images/train/COCO_train2014_000000533619.jpg,Two girls in a kitchen holding up some food items.
dataset/SMALL_images/train/COCO_train2014_000000024266.jpg,A cat sits in the window of a wooden house
dataset/SMALL_images/train/COCO_train2014_000000149091.jpg,A partially eaten Tim Horton's donut and cup of coffee sit on a black countertop.
dataset/SMALL_images/train/COCO_train2014_000000277550.jpg,An underground rail stop empty of passengers late at night.
dataset/SMALL_images/train/COCO_train2014_000000327448.jpg,THIS IS A PICTURE OF A LARGE CITY STREET
dataset/SMALL_images/train/COCO_train2014_000000560969.jpg,This is an image of a boy eating a sandwich.
dataset/SMALL_images/train/COCO_train2014_000000064440.jpg,a group of jet airlplanes sitting on a runway
dataset/SMALL_images/train/COCO_train2014_000000256189.jpg,This is a large modern kitchen with a dining room.
dataset/SMALL_images/train/COCO_train2014_000000246855.jpg,Trains are in the terminal ready for passengers to board.
dataset/SMALL_images/train/COCO_train2014_000000134177.jpg,A PERSON IS FLYING A SKY IN THE SKY
dataset/SMALL_images/train/COCO_train2014_000000027798.jpg,Skiers standing on a ski slope in the snow.
dataset/SMALL_images/train/COCO_train2014_000000242716.jpg,A group of kids playing soccer in a large field.
dataset/SMALL_images/train/COCO_train2014_000000438753.jpg,A cat standing in the grass on a lawn.
dataset/SMALL_images/train/COCO_train2014_000000417594.jpg,a giraffe standing close to a big rock
dataset/SMALL_images/train/COCO_train2014_000000241283.jpg,there is a man sitting and reading the paper with a mask on
dataset/SMALL_images/train/COCO_train2014_000000259426.jpg,A clock tower stands in front of a row of buildings.
dataset/SMALL_images/train/COCO_train2014_000000332271.jpg,A bus and cars are driving down a busy road.
dataset/SMALL_images/train/COCO_train2014_000000266556.jpg,The lone snowboarder is headed towards a grove of trees.
dataset/SMALL_images/train/COCO_train2014_000000081994.jpg,Flowers in a vase full of water next to a window.
dataset/SMALL_images/train/COCO_train2014_000000314398.jpg,A man in red basketball uniform jumping with a basketball.
dataset/SMALL_images/train/COCO_train2014_000000230843.jpg,A young boy is standing on a surfboard in the ocean.
dataset/SMALL_images/train/COCO_train2014_000000364433.jpg,A person in the water standing on a surfboard.
dataset/SMALL_images/train/COCO_train2014_000000242432.jpg,A man holding an umbrella over a woman.
dataset/SMALL_images/train/COCO_train2014_000000080819.jpg,"A black plate with rice, broccoli, and some type of meat."
dataset/SMALL_images/train/COCO_train2014_000000478336.jpg,a bathroom without a mirror or a shower curtain
dataset/SMALL_images/train/COCO_train2014_000000541832.jpg,A row of parked motorcycles on the side of a street.
dataset/SMALL_images/train/COCO_train2014_000000530242.jpg,Three people riding a horse and a guide
dataset/SMALL_images/train/COCO_train2014_000000388312.jpg,an adorable cat peaking its head up in luggage
dataset/SMALL_images/train/COCO_train2014_000000337458.jpg,A pickup truck sitting on the back of a train.
dataset/SMALL_images/train/COCO_train2014_000000009885.jpg,a man is doing a trick on a skateboard
dataset/SMALL_images/train/COCO_train2014_000000365903.jpg,Group of giraffes in rock enclosure of urban zoo.
dataset/SMALL_images/train/COCO_train2014_000000022518.jpg,A cake on gold foil has a piece taken out.
dataset/SMALL_images/train/COCO_train2014_000000381460.jpg,A little girl standing in a kitchen next to a stove top oven.
dataset/SMALL_images/train/COCO_train2014_000000548053.jpg,The toilet and toilet tissue are in the bathroom.
dataset/SMALL_images/train/COCO_train2014_000000485426.jpg,Several different stuffed animals around the house
dataset/SMALL_images/train/COCO_train2014_000000058231.jpg,This is a bowl full of very ripe bananas.
dataset/SMALL_images/train/COCO_train2014_000000270916.jpg,a man is standing next to a window wearing a hat.
dataset/SMALL_images/train/COCO_train2014_000000170207.jpg,A pair of metal scissors hanging from a hook.
dataset/SMALL_images/train/COCO_train2014_000000013285.jpg,A group of guys near a small staircase with skate boards.
dataset/SMALL_images/train/COCO_train2014_000000533602.jpg,A group of diners at a table have wine.
dataset/SMALL_images/train/COCO_train2014_000000137385.jpg,A fire hydrant and a dog in the snow.
dataset/SMALL_images/train/COCO_train2014_000000570423.jpg,A cat with long whiskers sits on a bench while looking up.
dataset/SMALL_images/train/COCO_train2014_000000291764.jpg,a young girl and a woman sitting at a deck on a lapop
dataset/SMALL_images/train/COCO_train2014_000000082372.jpg,A group of people snow skiing in a competition.
dataset/SMALL_images/train/COCO_train2014_000000138789.jpg,The snowboarder has jumped very high into the air.
dataset/SMALL_images/train/COCO_train2014_000000213988.jpg,four chairs facing one way and one chair facing the other
dataset/SMALL_images/train/COCO_train2014_000000565310.jpg,A parking meter and parking sign in front of a building.
dataset/SMALL_images/train/COCO_train2014_000000061582.jpg,A sandwich is sitting in a tray on a table.
dataset/SMALL_images/train/COCO_train2014_000000408331.jpg,A man riding a wave on top of a surfboard.
dataset/SMALL_images/train/COCO_train2014_000000162227.jpg,A person with a Frisbee in a field.
dataset/SMALL_images/train/COCO_train2014_000000181516.jpg,Two signs on a street pole indicate the name of a street
dataset/SMALL_images/train/COCO_train2014_000000319822.jpg,A group of women standing in front of surfboards.
dataset/SMALL_images/train/COCO_train2014_000000264969.jpg,A green vase holding sticks in an office.
dataset/SMALL_images/train/COCO_train2014_000000390179.jpg,a desk with two laptops sitting on it
dataset/SMALL_images/train/COCO_train2014_000000030712.jpg,Two boys with tennis rackets waving at the camera.
dataset/SMALL_images/train/COCO_train2014_000000046656.jpg,a yellow fire hydrant some wires and green plants
dataset/SMALL_images/train/COCO_train2014_000000269045.jpg,A person sitting in a chair with their feet propped in another with a laptop resting on their legs.
dataset/SMALL_images/train/COCO_train2014_000000291947.jpg,The president of the United States talking at a podium.
dataset/SMALL_images/train/COCO_train2014_000000041226.jpg,A black bear cub in grassy area next to rocks.
dataset/SMALL_images/train/COCO_train2014_000000554507.jpg,There is a colossal room with furniture and things inside.
dataset/SMALL_images/train/COCO_train2014_000000538380.jpg,A person wearing a cleaning glove holding a large toothbrush with toothpaste on it.
dataset/SMALL_images/train/COCO_train2014_000000423243.jpg,a woman is holding  pink umbrella in a field
dataset/SMALL_images/train/COCO_train2014_000000371280.jpg,Food on a plate next to fruits on a table.
dataset/SMALL_images/train/COCO_train2014_000000575391.jpg,A man in hiking gear walks over snowy ground.
dataset/SMALL_images/train/COCO_train2014_000000173882.jpg,A close up several pieces of broccoli on a plate.
dataset/SMALL_images/train/COCO_train2014_000000321583.jpg,Group of TV monitors sitting on top of a workstation.
dataset/SMALL_images/train/COCO_train2014_000000576752.jpg,Red and white buses going into a building being ushered by a person.
dataset/SMALL_images/train/COCO_train2014_000000412575.jpg,A blue and red train going down a track.
dataset/SMALL_images/train/COCO_train2014_000000184052.jpg,President Obama holding a medium-sized rectangle birthday cake.
dataset/SMALL_images/train/COCO_train2014_000000065220.jpg,A red-headed guy gives the peace sign while posing beside an elephant sculpture.
dataset/SMALL_images/train/COCO_train2014_000000050389.jpg,"A person riding a bicycle on a sidewalk, in the rain, carrying an umbrella."
dataset/SMALL_images/train/COCO_train2014_000000023415.jpg,A kid laying in a small bed in a room.
dataset/SMALL_images/train/COCO_train2014_000000540273.jpg,there is a young girl that is posing in front of many surf boards
dataset/SMALL_images/train/COCO_train2014_000000077805.jpg,a person feeding a bird near a body of water
dataset/SMALL_images/train/COCO_train2014_000000338258.jpg,A group of people with bags and boogie boards on beach.
dataset/SMALL_images/train/COCO_train2014_000000473765.jpg,A woman is riding in a boat along a canal.
dataset/SMALL_images/train/COCO_train2014_000000402183.jpg,an image of a bathroom mirror with two lights lit up
dataset/SMALL_images/train/COCO_train2014_000000520197.jpg,A small toilet in a dirty bathroom with great lighting.
dataset/SMALL_images/train/COCO_train2014_000000109041.jpg,a person in a car talking on a cell phone
dataset/SMALL_images/train/COCO_train2014_000000183890.jpg,People kite surfing on a waved filled ocean.
dataset/SMALL_images/train/COCO_train2014_000000152626.jpg,A person is sitting on a kitchen floor wearing a robe and bearing their legs with a bottle of alcohol next to them.
dataset/SMALL_images/train/COCO_train2014_000000407040.jpg,A herd of sheep sitting under a tree filled with elaves.
dataset/SMALL_images/train/COCO_train2014_000000418938.jpg,A handicapped bathroom on a plane with stainless steel toilet and handrails.
dataset/SMALL_images/train/COCO_train2014_000000550133.jpg,Bright kitchen made mostly of wood with metal refrigerator.
dataset/SMALL_images/train/COCO_train2014_000000556021.jpg,a long hallway with suitcases sitting along it
dataset/SMALL_images/train/COCO_train2014_000000563779.jpg,Couple on a motorcycle with a pink sky in background.
dataset/SMALL_images/train/COCO_train2014_000000151669.jpg,A turkey sandwich on a bun with lettuce and tomato.
dataset/SMALL_images/train/COCO_train2014_000000448355.jpg,A street filled with traffic and lined with buildings.
dataset/SMALL_images/train/COCO_train2014_000000317819.jpg,Trains parked on the tracks with a man sitting.
dataset/SMALL_images/train/COCO_train2014_000000197718.jpg,Three men standing together in front of a large screen television and one of them holding a Wii video game controller.
dataset/SMALL_images/train/COCO_train2014_000000559516.jpg,a fork with a plate with carrot cake
dataset/SMALL_images/train/COCO_train2014_000000157675.jpg,There is a woman standing in front of this red and black train.
dataset/SMALL_images/train/COCO_train2014_000000020702.jpg,A woman holding a spoon to a baby's mouth.
dataset/SMALL_images/train/COCO_train2014_000000365066.jpg,The giraffe seems calm inside of the fence.
dataset/SMALL_images/train/COCO_train2014_000000254134.jpg,This computer desk is cluttered with a variety of items.
dataset/SMALL_images/train/COCO_train2014_000000265810.jpg,A woman is holding a cooked pizza and an unidentified object.
dataset/SMALL_images/train/COCO_train2014_000000026686.jpg,A person making a pizza with available ingredients.
dataset/SMALL_images/train/COCO_train2014_000000331216.jpg,a bunch of chopped carrots stand up and holds up a leaf
dataset/SMALL_images/train/COCO_train2014_000000221615.jpg,The bus is parked beside of the shopping center.
dataset/SMALL_images/train/COCO_train2014_000000415561.jpg,A clock tower with a brick design and a sun dial.
dataset/SMALL_images/train/COCO_train2014_000000239565.jpg,Apples are lined up in a wooden box.
dataset/SMALL_images/train/COCO_train2014_000000567055.jpg,A brown and white with blue eyes stands in a pasture and looks off to his right.
dataset/SMALL_images/train/COCO_train2014_000000539858.jpg,A white horse with a red ball on its head inside of a white fence.
