filepath,caption
dataset/TINY_images/train/COCO_train2014_000000382951.jpg,An elephant found calmly standing outside surrounded by plants.
dataset/TINY_images/train/COCO_train2014_000000083079.jpg,A bus on the street near a large building.
dataset/TINY_images/train/COCO_train2014_000000095079.jpg,a glass with toothbrushes is next to some toothpaste
dataset/TINY_images/train/COCO_train2014_000000236093.jpg,Person with skis standing on a snow covered mountain top.
dataset/TINY_images/train/COCO_train2014_000000038840.jpg,A man in black jacket sitting with a snowboard.
dataset/TINY_images/train/COCO_train2014_000000193986.jpg,Two men and a woman sitting on a couch playing a Wii game.
dataset/TINY_images/train/COCO_train2014_000000372966.jpg,"A variety of vegetables including some lettuce, tomatoes, a potato, an eggplant, zucchini, bell peppers, and some carrots are on a towel next to a sink."
dataset/TINY_images/train/COCO_train2014_000000355866.jpg,A person standing under an umbrella in the rain.
dataset/TINY_images/train/COCO_train2014_000000337682.jpg,A couple of cows are walking in a road
dataset/TINY_images/train/COCO_train2014_000000023014.jpg,Two giraffe standing next to each other in a corral.
dataset/TINY_images/train/COCO_train2014_000000229301.jpg,There cars and people in the market place.
dataset/TINY_images/train/COCO_train2014_000000370120.jpg,Man playing tennis on a court in front of a crowd.
dataset/TINY_images/train/COCO_train2014_000000314778.jpg,there is a skate boarder that is doing a trick in the air
dataset/TINY_images/train/COCO_train2014_000000354878.jpg,"Two people on skis, on person pulling a little ski buggy"
dataset/TINY_images/train/COCO_train2014_000000097165.jpg,A passenger train is parked at a station.
dataset/TINY_images/train/COCO_train2014_000000471455.jpg,a white machine with a bunch of knobs on it
dataset/TINY_images/train/COCO_train2014_000000537300.jpg,A surfer catches a wave and spins around.
dataset/TINY_images/train/COCO_train2014_000000228744.jpg,A circus ring with a bunch of people riding horses.
dataset/TINY_images/train/COCO_train2014_000000148646.jpg,A man in black wetsuit on surfboard riding on a wave.
dataset/TINY_images/train/COCO_train2014_000000056364.jpg,"Green apples, lemons and oranges are in a sink."
dataset/TINY_images/train/COCO_train2014_000000247925.jpg,a couple of elephants that are in the water
dataset/TINY_images/train/COCO_train2014_000000281160.jpg,A road sign is in the foreground with a street corner in the background.
dataset/TINY_images/train/COCO_train2014_000000078058.jpg,A man in a dog suit standing next to a giant fire hydrant.
dataset/TINY_images/train/COCO_train2014_000000156510.jpg,a person riding a skate board on a closed road
dataset/TINY_images/train/COCO_train2014_000000283835.jpg,A young boy wearing a baseball glove catching a ball.
dataset/TINY_images/train/COCO_train2014_000000512788.jpg,A dirty toilet is shown with brown water.
dataset/TINY_images/train/COCO_train2014_000000271038.jpg,An old building on the street with a clock tower and a steeple.
dataset/TINY_images/train/COCO_train2014_000000304173.jpg,A skateboarder with a red hat is riding his skateboard to walk his dog.
dataset/TINY_images/train/COCO_train2014_000000472639.jpg,Two monitors and a computer keyboard are on a  desk.
dataset/TINY_images/train/COCO_train2014_000000325741.jpg,Two traffic lights sit apart on a horizontal light post.
dataset/TINY_images/train/COCO_train2014_000000560135.jpg,A crowd in front of the capitol building is flying kites.
dataset/TINY_images/train/COCO_train2014_000000325684.jpg,Two zebras and a giraffe are in a dirt lot beyond a pool of water.
dataset/TINY_images/train/COCO_train2014_000000054892.jpg,A computer keyboard and a mouse sitting on a table
dataset/TINY_images/train/COCO_train2014_000000128278.jpg,A large group of people in a grass field.
dataset/TINY_images/train/COCO_train2014_000000392269.jpg,A three level tray of cupcakes with white frosting.
dataset/TINY_images/train/COCO_train2014_000000190581.jpg,The reflection of a mans face in the rear view mirror of a motorcycle.
dataset/TINY_images/train/COCO_train2014_000000296134.jpg,Zebras and antelopes grazing in a grass field.
dataset/TINY_images/train/COCO_train2014_000000551159.jpg,an image of a person skateboarding in the middle of winter
dataset/TINY_images/train/COCO_train2014_000000449528.jpg,A bottle of wine sits on a desk by a laptop.
dataset/TINY_images/train/COCO_train2014_000000512734.jpg,A pair of skiers kick up some powder on a virgin slope.
dataset/TINY_images/train/COCO_train2014_000000516553.jpg,A person looking inside their meal at a restaurant.
dataset/TINY_images/train/COCO_train2014_000000102205.jpg,Three trucks with campers attached are lined up in a parking lot.
dataset/TINY_images/train/COCO_train2014_000000326903.jpg,"Fish, potato chips, a bun and tartar sauce."
dataset/TINY_images/train/COCO_train2014_000000307435.jpg,A man welding the back of an oven.
dataset/TINY_images/train/COCO_train2014_000000347155.jpg,a boy getting ready for a little league game
dataset/TINY_images/train/COCO_train2014_000000482885.jpg,A man swinging a baseball bat at a ball park.
dataset/TINY_images/train/COCO_train2014_000000185579.jpg,An airshow demands constant practice by experienced pilots.
dataset/TINY_images/train/COCO_train2014_000000237110.jpg,"A living room with chairs, window, and table in it."
dataset/TINY_images/train/COCO_train2014_000000135270.jpg,A man jumping over a pile of rocks with his skateboard.
dataset/TINY_images/train/COCO_train2014_000000053752.jpg,A square plate is loaded with a brown bagel and fruit.
dataset/TINY_images/train/COCO_train2014_000000264885.jpg,a black gray and white cat looking into a mirror
dataset/TINY_images/train/COCO_train2014_000000078320.jpg,A clear vase full of purple flowers sitting on a table.
dataset/TINY_images/train/COCO_train2014_000000317131.jpg,A small child is flying a kite near the water's edge.
dataset/TINY_images/train/COCO_train2014_000000164864.jpg,People in airport with luggage passing through doors
dataset/TINY_images/train/COCO_train2014_000000123835.jpg,A large passenger plane is sitting on the tarmac.
dataset/TINY_images/train/COCO_train2014_000000436717.jpg,Man sitting in seat with dog aboard boat on open water.
dataset/TINY_images/train/COCO_train2014_000000444799.jpg,A team of young men pose while making funny faces and gesturing.
dataset/TINY_images/train/COCO_train2014_000000434856.jpg,A giraffe and two zebras at the fence
dataset/TINY_images/train/COCO_train2014_000000125230.jpg,Fresh apples and oranges on display in a greengrocer's shop
dataset/TINY_images/train/COCO_train2014_000000420629.jpg,Various bikes and motorcycles lined up on the street.
dataset/TINY_images/train/COCO_train2014_000000278096.jpg,A woman is talking on her phone next to a clock tower.
dataset/TINY_images/train/COCO_train2014_000000533619.jpg,Two girls in a kitchen holding up some food items.
dataset/TINY_images/train/COCO_train2014_000000024266.jpg,A cat sits in the window of a wooden house
dataset/TINY_images/train/COCO_train2014_000000149091.jpg,A partially eaten Tim Horton's donut and cup of coffee sit on a black countertop.
dataset/TINY_images/train/COCO_train2014_000000277550.jpg,An underground rail stop empty of passengers late at night.
dataset/TINY_images/train/COCO_train2014_000000327448.jpg,THIS IS A PICTURE OF A LARGE CITY STREET
dataset/TINY_images/train/COCO_train2014_000000560969.jpg,This is an image of a boy eating a sandwich.
dataset/TINY_images/train/COCO_train2014_000000064440.jpg,a group of jet airlplanes sitting on a runway
dataset/TINY_images/train/COCO_train2014_000000256189.jpg,This is a large modern kitchen with a dining room.
dataset/TINY_images/train/COCO_train2014_000000246855.jpg,Trains are in the terminal ready for passengers to board.
dataset/TINY_images/train/COCO_train2014_000000134177.jpg,A PERSON IS FLYING A SKY IN THE SKY
dataset/TINY_images/train/COCO_train2014_000000027798.jpg,Skiers standing on a ski slope in the snow.
dataset/TINY_images/train/COCO_train2014_000000242716.jpg,A group of kids playing soccer in a large field.
dataset/TINY_images/train/COCO_train2014_000000438753.jpg,A cat standing in the grass on a lawn.
dataset/TINY_images/train/COCO_train2014_000000417594.jpg,a giraffe standing close to a big rock
dataset/TINY_images/train/COCO_train2014_000000241283.jpg,there is a man sitting and reading the paper with a mask on
dataset/TINY_images/train/COCO_train2014_000000259426.jpg,A clock tower stands in front of a row of buildings.
dataset/TINY_images/train/COCO_train2014_000000332271.jpg,A bus and cars are driving down a busy road.
dataset/TINY_images/train/COCO_train2014_000000266556.jpg,The lone snowboarder is headed towards a grove of trees.
